isv_form,match_score,reconstructed_variants
uspěti,83.33333333333334,"['spěti', 'usъpiti']"
mŕtvec,83.33333333333334,['mьrtvьcь']
hytrec,83.33333333333334,['xytrьcь']
lednik,83.33333333333334,"['medьnikъ', 'oldьnikъ']"
dvojny,83.33333333333334,['dъvojьnъ']
pěsȯčny,83.33333333333334,['pěsъčьnъ']
trgovy,83.33333333333334,"['tъrgovьcь', 'tъrgovù']"
pozdno,83.33333333333334,['pozdьnъ']
vŕvka,83.33333333333334,['vеrvьka']
igrati,83.33333333333334,"['grati', 'jьgrati']"
dŕžka,83.33333333333334,['družьka']
stanȯk,83.33333333333334,['stanъ']
tȯlkti,83.33333333333334,"['telkti', 'tьlkati']"
snesti,83.33333333333334,"['gnesti', 'nesti']"
jedati,83.33333333333334,"['jebati', 'jьzdati']"
męsaŕ,83.33333333333334,['męsarjь']
vnesti,83.33333333333334,"['gnesti', 'vъvesti', 'vesti', 'nesti']"
někako,83.33333333333334,['někakъ']
stojka,83.33333333333334,"['stajьka', 'sojьka']"
krilo,83.33333333333334,['kridlo']
zeleny,83.33333333333334,"['zelenъ', 'peleny']"
suvati,83.33333333333334,"['čuvati', 'sukati', 'sovati', 'svati', 'uvati', 'ruvati', 'duvati', 'buvati', 'sěvati']"
lysina,83.33333333333334,['vysina']
opasti,83.33333333333334,['pasti']
objava,83.33333333333334,['oblava']
pijany,83.33333333333334,['pijanъ']
glådny,83.33333333333334,['goldьnъ']
råzvod,83.33333333333334,"['orzvojь', 'orzxodъ']"
kråtky,83.33333333333334,"['kortъkъ', 'korky']"
råzlad,83.33333333333334,['orzsadъ']
robot,83.33333333333334,['xrobotъ']
vidimo,83.33333333333334,['vidimъ']
sanje,83.33333333333334,['pьsanьje']
novosť,83.33333333333334,['novostь']
omesti,83.33333333333334,['mesti']
brěza,83.33333333333334,['brězga']
čajnik,83.33333333333334,"['ajьnikъ', 'tajьnikъ']"
vajati,83.33333333333334,"['vařati', 'majati', 'gajati', 'bajati', 'vějati', 'čajati', 'lajati', 'kajati', 'dajati', 'vaľati', 'vaďati', 'tajati']"
sěkati,83.33333333333334,"['sukati', 'děkati', 'lěkati', 'sakati', 'sěkti', 'sьkati', 'sъskati', 'sějati', 'běkati', 'sъkati', 'sikati', 'sěvati']"
kazino,83.33333333333334,['kalino']
bogaty,83.33333333333334,['bogatъ']
sljuda,83.33333333333334,['sluda']
knęžny,83.33333333333334,['kъnęžьna']
širiti,83.33333333333334,"['diriti', 'miriti']"
drobny,83.33333333333334,"['drobьnъ', 'droby']"
rodimy,83.33333333333334,['rodiny']
ogrěti,83.33333333333334,"['opьrěti', 'grěti']"
vlězti,83.33333333333334,['lězti']
naliti,83.33333333333334,"['xaliti', 'galiti', 'žaliti', 'maliti', 'šaliti', 'paliti', 'naviti', 'nabiti', 'načiti', 'valiti', 'kaliti']"
kųkolj,83.33333333333334,['kǫkoľьjь']
blizko,83.33333333333334,"['blizno', 'blizъkъ']"
bukva,83.33333333333334,['bukъvařь']
lęgati,83.33333333333334,"['lъgati', 'lęcati', 'ęgati', 'šęgati', 'sęgati', 'lěgati', 'tęgati', 'lękati']"
plěti,83.33333333333334,"['pьlněti', 'polěti']"
goliti,83.33333333333334,"['goniti', 'galiti', 'gъdьliti', 'goditi', 'gojiti']"
lišati,83.33333333333334,"['lišiti', 'lišaji', 'ličati', 'lisati', 'lizati', 'liňati']"
tekti,83.33333333333334,['telkti']
zavěsa,83.33333333333334,['zavěta']
čelka,83.33333333333334,['ščelьka']
bělosť,83.33333333333334,['bělostь']
potěti,83.33333333333334,"['botěti', 'potęti', 'pitěti', 'xotěti', 'pъxъtěti']"
gotovo,83.33333333333334,['gotovъ']
pečenj,83.33333333333334,"['pečenъ', 'pečenь']"
prośak,83.33333333333334,['prošakъ']
grbaty,83.33333333333334,"['gъrbatъ', 'gъrbati']"
grozny,83.33333333333334,['grozьnъ']
gnusny,83.33333333333334,['gnusьnъ']
hlådno,83.33333333333334,['xoldьnъ']
godny,83.33333333333334,['godiny']
pospěh,83.33333333333334,['posъlěxъ']
dveri,83.33333333333334,['děveri']
mekati,83.33333333333334,"['mikati', 'bekati', 'čekati', 'makati', 'mьrkati', 'metati']"
monako,83.33333333333334,['onako']
čestny,83.33333333333334,['česny']
sȯstav,83.33333333333334,['sǫstavъ']
odliv,83.33333333333334,['bodьlivъ']
jarovy,83.33333333333334,['jarovъ']
krajec,83.33333333333334,['krajьcь']
oslica,83.33333333333334,"['osmica', 'osьlìca']"
råzkol,83.33333333333334,['orzkošь']
zavitȯk,83.33333333333334,['zaviti']
politi,83.33333333333334,"['piliti', 'pьkъliti', 'poviti', 'paliti', 'počiti', 'pojiti']"
šuměti,83.33333333333334,['uměti']
dobro,83.33333333333334,['dobrotъ']
zajęti,83.33333333333334,"['zajьti', 'začęti']"
ščedro,83.33333333333334,"['ščedra', 'ščedrьcь', 'ščedrъ']"
krivy,83.33333333333334,['kъrmivy']
ostro,83.33333333333334,"['ostrovъ', 'ostrogъ']"
durěti,83.33333333333334,['duriti']
nehati,83.33333333333334,['čexati']
žensky,83.33333333333334,"['ženьskъ', 'ženъky']"
kradom,83.33333333333334,"['kъrdomъ', 'kъrdomь']"
steklo,83.33333333333334,['stьklo']
osobno,83.33333333333334,['osobьnъ']
blųdny,83.33333333333334,['blǫdьnъ']
kavkaz,83.33333333333334,"['kavъka', 'kavъkamъ', 'kavъkasъ', 'kavъkaxъ']"
krasny,83.33333333333334,['krasьnъ']
sytiti,83.33333333333334,"['sětiti', 'xytiti', 'kytiti', 'sętiti']"
požęti,83.33333333333334,"['počęti', 'potęti']"
vesely,83.33333333333334,['veselъ']
izmama,83.33333333333334,['jьzmama']
bridko,83.33333333333334,['bridъkъ']
syrovy,83.33333333333334,['syrovъ']
popiti,83.33333333333334,"['topiti', 'lopiti', 'kopiti', 'poviti', 'počiti', 'xopiti', 'pojiti']"
cělkom,83.33333333333334,"['bělъkomь', 'bělъkomъ']"
usęsti,83.33333333333334,['uvęsti']
zvonȯk,83.33333333333334,['zvonъ']
sråmny,83.33333333333334,['sormьnъ']
šalěti,83.33333333333334,"['xalěti', 'valěti', 'šaliti', 'žalěti']"
dråžny,83.33333333333334,['oržьny']
pråšek,83.33333333333334,['porše']
bylina,83.33333333333334,"['bělina', 'byčina']"
zadnik,83.33333333333334,['nadьnikъ']
črvenj,83.33333333333334,['čьrvenъ']
jagoda,83.33333333333334,"['agoda', 'lagoda']"
prohod,83.33333333333334,['prixodъ']
zapona,83.33333333333334,['zakona']
desęty,83.33333333333334,"['desętьnъ', 'desętъ', 'desętь']"
lysěti,83.33333333333334,['kysěti']
viděny,83.33333333333334,['viděnъ']
dȯlžen,83.33333333333334,['dъlže']
slådko,83.33333333333334,['soldъkъ']
rěšati,83.33333333333334,"['rěšiti', 'rězati', 'rějati', 'měšati']"
mělina,83.33333333333334,"['bělina', 'malina', 'cělina', 'mlina']"
krųgla,83.33333333333334,"['krǫglъ', 'prǫgla']"
poryv,83.33333333333334,['pokryvъ']
najęti,83.33333333333334,"['nazęti', 'načęti', 'najьti']"
pobiti,83.33333333333334,"['obiti', 'poviti', 'sobiti', 'počiti', 'pojiti', 'zobiti', 'dobiti', 'kobiti']"
nočnik,83.33333333333334,"['močьnikъ', 'nožьnikъ']"
gotovy,83.33333333333334,['gotovъ']
kovylj,83.33333333333334,['kovylь']
grnųti,83.33333333333334,"['gynǫti', 'gъnǫti', 'gъbnǫti', 'ganǫti', 'dьrnǫti', 'tьrnǫti']"
slåmka,83.33333333333334,['solma']
bobovy,83.33333333333334,['bobovъ']
podval,83.33333333333334,['povalъ']
leděny,83.33333333333334,['lepěny']
oznaka,83.33333333333334,['znaka']
bobŕji,83.33333333333334,['bobrьjь']
ozemja,83.33333333333334,['ozemъka']
jęčati,83.33333333333334,"['ęčati', 'męčati']"
dodatȯk,83.33333333333334,['dodati']
grtanj,83.33333333333334,"['grъtani', 'grъtanь', 'grъtanъ', 'grъtànьjь']"
lisťje,83.33333333333334,['listьje']
vpasti,83.33333333333334,['pasti']
sliti,83.33333333333334,"['seliti', 'soliti']"
opluti,83.33333333333334,['pluti']
glåska,83.33333333333334,"['golъka', 'golvъka']"
hlådny,83.33333333333334,['xoldьnъ']
pojdti,83.33333333333334,"['pojьti', 'pojiti']"
krotky,83.33333333333334,"['kotъky', 'krotъkъ', 'kroky']"
oplěti,83.33333333333334,['opьrěti']
glåsno,83.33333333333334,"['golěno', 'golsьnъ', 'goleno']"
dětsky,83.33333333333334,['dětьskъ']
krěpky,83.33333333333334,['krěpъkъ']
zasada,83.33333333333334,"['zapada', 'zavada']"
vědomo,83.33333333333334,"['vědomъ', 'vědьmo']"
božsky,83.33333333333334,['božьskъ']
råzbor,83.33333333333334,['orzbojь']
grěšny,83.33333333333334,['grěšьnъ']
upekti,83.33333333333334,"['pekti', 'uperti']"
dȯlgosť,83.33333333333334,['dьlgostь']
deševy,83.33333333333334,['deševъ']
větva,83.33333333333334,['větvьma']
uklåti,83.33333333333334,['kolti']
měhurȯk,83.33333333333334,['měxurь']
ožiti,83.33333333333334,"['nožiti', 'božiti', 'ložiti']"
nožice,83.33333333333334,"['nožica', 'nožici', 'nožicь']"
skryty,83.33333333333334,['sъkryti']
grěška,83.33333333333334,['grěvъka']
seliky,83.33333333333334,"['seliko', 'selikъ']"
myslj,83.33333333333334,"['myslьjù', 'myslь̀jь']"
izdati,83.33333333333334,"['jьzdati', 'zьdati', 'sъzьdati', 'ozьdati']"
milosť,83.33333333333334,['milostь']
slučka,83.33333333333334,['sъluka']
lojiti,83.33333333333334,"['loviti', 'lomiti', 'lopiti', 'dojiti', 'rojiti', 'kojiti', 'ložiti', 'pojiti', 'gojiti']"
glåvaŕ,83.33333333333334,"['golva', 'golvačь', 'golvatъ']"
surovy,83.33333333333334,['surovъ']
dųnųti,83.33333333333334,"['dъxnǫti', 'dunǫti', 'dьrnǫti', 'dьgnǫti', 'děnǫti']"
značka,83.33333333333334,['znaka']
nikųdy,83.33333333333334,['nikǫda']
vyšina,83.33333333333334,"['myšina', 'vysina']"
črvivy,83.33333333333334,['čьrvivъ']
dannik,83.33333333333334,['dъnьnikъ']
nabyti,83.33333333333334,"['zabyti', 'nabiti']"
mstivy,83.33333333333334,['mьstivъ']
remenj,83.33333333333334,"['remenъ', 'remenьxъ', 'remenьmь', 'remenь', 'remeni', 'remenu', 'remenьmъ', 'remene']"
jediny,83.33333333333334,['jeviny']
steblo,83.33333333333334,['stьblo']
čudom,83.33333333333334,"['čudlomь', 'čudlomъ']"
cvŕček,83.33333333333334,['cvьrčьkъ']
upasti,83.33333333333334,['pasti']
urvati,83.33333333333334,"['upъvati', 'trьvati', 'uvati', 'trъvati', 'rъvati', 'xъrvati']"
kurva,83.33333333333334,"['kurъvaxъ', 'kurъvamъ', 'kurъvьma']"
kuhati,83.33333333333334,"['ťuxati', 'puxati', 'kujati', 'kušati', 'čuxati', 'kucati', 'kusati', 'žuxati', 'buxati', 'kučati', 'kukati', 'kyxati', 'duxati', 'ňuxati', 'kъxati', 'koxati']"
větrak,83.33333333333334,['větrikъ']
lěvica,83.33333333333334,['děvica']
glåvno,83.33333333333334,"['golěno', 'goleno', 'golvьnъ', 'golvo']"
nadųty,83.33333333333334,['nadǫti']
råzliv,83.33333333333334,['rězьlivъ']
ohati,83.33333333333334,['koxati']
ujmati,83.33333333333334,['jьmati']
sborka,83.33333333333334,['sъbirъka']
slåvej,83.33333333333334,['solvьjь']
ozdoba,83.33333333333334,['osъdoba']
ozębti,83.33333333333334,['ozęti']
sivěti,83.33333333333334,"['živěti', 'divěti']"
ohotny,83.33333333333334,"['oxotьnъ', 'oxoty']"
oddati,83.33333333333334,['ozьdati']
črstvy,83.33333333333334,"['čьrstvъ', 'vьrstvy']"
obsada,83.33333333333334,['obada']
pestry,83.33333333333334,['pьstry']
iglica,83.33333333333334,"['jьgъlica', 'mьglica']"
knęžić,83.33333333333334,['kъnęžiťь']
pinati,83.33333333333334,"['pikati', 'pitati', 'pisati', 'pipati', 'pijati']"
držalo,83.33333333333334,['dьržavo']
mučati,83.33333333333334,"['močati', 'mьlčati', 'bučati', 'mъčati', 'kučati', 'čučati', 'učati', 'ručati', 'mǫčati', 'męčati']"
pravy,83.33333333333334,['pravьdy']
prosto,83.33333333333334,"['proso', 'prostъ']"
jelito,83.33333333333334,['jeliko']
někųdy,83.33333333333334,['někǫda']
pnųti,83.33333333333334,['lьpnǫti']
sȯtina,83.33333333333334,['jьstina']
ropuha,83.33333333333334,['lopuxa']
zaradi,83.33333333333334,['zapadi']
veliky,83.33333333333334,['velikъ']
oprava,83.33333333333334,"['prava', 'Opava']"
prosty,83.33333333333334,"['pьrsty', 'prostъ']"
lavina,83.33333333333334,['lovina']
vdovec,83.33333333333334,['vьdovьcь']
ščetka,83.33333333333334,"['ščeka', 'ščelьka']"
vidimy,83.33333333333334,['vidimъ']
nadpis,83.33333333333334,['napisъ']
straža,83.33333333333334,"['strada', 'storža', 'strьža', 'sъtrava']"
debely,83.33333333333334,['debelъ']
bolěti,83.33333333333334,"['botěti', 'bělěti']"
lihvaŕ,83.33333333333334,"['lixvamъ', 'lixva', 'lixvaxъ', 'lixvasъ']"
široky,83.33333333333334,['širokъ']
lansky,83.33333333333334,['lasky']
rogaty,83.33333333333334,['rogatъ']
dųbiti,83.33333333333334,"['dьrbiti', 'dьlbiti', 'rǫbiti', 'dobiti']"
lěnivy,83.33333333333334,['lěnivъ']
kuznja,83.33333333333334,"['kuznьca', 'kuznьjǫ', 'kuznьma', 'kuznьjь', 'kuznьju']"
zajdti,83.33333333333334,['zajьti']
široko,83.33333333333334,['širokъ']
dųbovy,83.33333333333334,['dǫbovù']
svętȯk,83.33333333333334,['svętъ']
morati,83.33333333333334,"['močati', 'marati', 'motati']"
zašiti,83.33333333333334,"['zabiti', 'zaviti']"
želųď,83.33333333333334,['želǫďu']
sbože,83.33333333333334,['sъbožьje']
uběgti,83.33333333333334,['běgti']
kopȯť,83.33333333333334,"['kopъťu', 'kopъťǫ']"
srěbro,83.33333333333334,['sьrebro']
rųbati,83.33333333333334,"['bǫbati', 'rǫbìti', 'rǫgati', 'rǫbiti']"
vědomy,83.33333333333334,"['vědomъ', 'vědьmy']"
pižama,83.33333333333334,['dižama']
soliti,83.33333333333334,"['sočiti', 'seliti', 'sobiti']"
obhod,83.33333333333334,['obixodъ']
větka,83.33333333333334,['květъka']
vnųtri,83.33333333333334,"['vъnǫtrь', 'vъnǫtrьnъ']"
koryto,83.33333333333334,['kopyto']
jezero,83.33333333333334,['ezero']
veľryb,83.33333333333334,['velьrybъ']
pusty,83.33333333333334,['pustyňь']
obadva,83.33333333333334,['obada']
tęžina,83.33333333333334,['težina']
nagota,83.33333333333334,['Něgota']
mųžsky,83.33333333333334,['mǫžьskъ']
urođaj,83.33333333333334,['uroďajь']
koriti,83.33333333333334,"['kotiti', 'komiti', 'kriti', 'kopiti', 'kojiti', 'kositi', 'kuriti', 'kobiti']"
vysoky,83.33333333333334,"['vysoko', 'vysokъ']"
volěti,83.33333333333334,"['valěti', 'velěti']"
svŕček,83.33333333333334,"['svьrčemь', 'svьrčemъ', 'svьrčьkъ']"
daleko,83.33333333333334,['dalekъ']
glupy,83.33333333333334,['glupyšь']
medovy,83.33333333333334,"['medovù', 'medovъ']"
mlåťba,83.33333333333334,"['moltьba', 'molťьka']"
glåvny,83.33333333333334,['golvьnъ']
devęty,83.33333333333334,"['devętъ', 'devętь', 'devętьnъ']"
komora,83.33333333333334,"['komoma', 'komoňa']"
naučny,83.33333333333334,['naučьnъ']
okȯnny,83.33333333333334,['okъ̀ny']
osrědȯk,83.33333333333334,['osьrdъkъ']
utrata,83.33333333333334,['trata']
skopje,83.33333333333334,"['kopьje', 'skǫpьje']"
pozdny,83.33333333333334,['pozdьnъ']
nevěža,83.33333333333334,['nevěďa']
stežka,83.33333333333334,['stьžьka']
jehati,83.33333333333334,"['jebati', 'jaxati', 'jěxati', 'čexati']"
zrazy,83.33333333333334,['zarazy']
sųmŕkati sę,81.81818181818181,['smykati sę']
prěstignųti,81.81818181818181,['postignǫti']
råzporęditi,81.81818181818181,['orzъręditi']
opråzdnjati,81.81818181818181,['oporzdьniti']
sųpostaviti,81.81818181818181,['postaviti']
prědskazati,81.81818181818181,['perdъsъkazati']
vȯzdvigati,81.81818181818181,['vъzdvignǫti']
råzradovati,81.81818181818181,"['orzxodovati', 'orzgadаvati']"
gospodica,81.81818181818181,['gospodarica']
prědkladati,81.81818181818181,"['podъkladati', 'prikladati']"
nastrojeńje,81.81818181818181,['nastrojьje']
råzkopyvati,81.81818181818181,['orzkopati']
prěobråtiti,81.81818181818181,['proboriti']
obslědovati,81.81818181818181,['obědovati']
zasluživati,81.81818181818181,['zaslužiti']
pozastaviti,81.81818181818181,['postaviti']
råzstrajati,81.81818181818181,"['orzstrojiti', 'orzstavati', 'orzstrugati', 'orzstrujiti']"
neščęstlivo,81.81818181818181,['nesъčęstьlivъ']
jednokråtny,81.81818181818181,['edьnokortьnъ']
očarovyvati,81.81818181818181,['očarovati']
obslugovati,81.81818181818181,['slugovati']
dovědati sę,81.81818181818181,['ověděti sę']
jednostajny,81.81818181818181,['edьnostajьnъ']
neščęstlivy,81.81818181818181,['nesъčęstьlivъ']
kråljevstvo,81.81818181818181,['korľevьstvo']
råzkrojiti,81.81818181818181,['orzstrojiti']
jednokråtno,81.81818181818181,['edьnokortьnъ']
tajenstveny,81.81818181818181,['tajьnьstvenъ']
obråtiti sę,81.81818181818181,['boriti sę']
pritisknųti,81.81818181818181,['pritъknǫti']
rybolovstvo,81.81818181818181,['rybolovьstvo']
opravdyvati,81.81818181818181,['opravьdati']
neprijatelj,81.81818181818181,['neprijateľь']
råzstrěliti,81.81818181818181,"['orzstrojiti', 'orzstrujiti']"
postanoviti,81.81818181818181,['postaviti']
smųtȯk,80.0,['sǫtъkъ']
dalje,80.0,"['datьje', 'dalьju', 'dalьjǫ', 'dalьjь', 'darьje', 'danьje']"
zloty,80.0,"['sloty', 'ploty', 'zъloby', 'gloty']"
pogon,80.0,['pokonъ']
vȯzkliknųti,80.0,['kliknǫti']
dědov,80.0,['dělovъ']
žrlo,80.0,['žьrdlo']
priględati,80.0,['prikladati']
podlagati,80.0,['podъkladati']
sųråbotati,80.0,['orbotati']
pavųk,80.0,['paǫkъ']
mȯlnja,80.0,"['mъlnьji', 'mьlnьji', 'manьja']"
točka,80.0,"['ločьka', 'močьka', 'tъčьka']"
pęty,80.0,"['pętьny', 'pętъky', 'pę̑ty']"
odpověděti,80.0,['pověděti']
važno,80.0,['vapьno']
sȯska,80.0,"['lъska', 'tъska', 'dъska']"
izkladati,80.0,['orzkladati']
vȯzvråtiti,80.0,['vъzborniti']
gonka,80.0,['gъnъka']
dlånj,80.0,"['dolnь', 'dolьnъ', 'dolni', 'dъlžьnъjь', 'olnьjь']"
goŕky,80.0,['grьky']
davny,80.0,['davьnъ']
lěniti sę,80.0,['kloniti sę']
kmotr,80.0,['motrъ']
těsno,80.0,"['těsьnъ', 'těsto', 'těsnъ', 'ěsno']"
letač,80.0,['leta']
konec,80.0,"['kone', 'konьcь']"
grab,80.0,['grabrъ']
råzkrųćati,80.0,['orzkrǫtiti']
pȯlno,80.0,['plěno']
råzganjati,80.0,['orzgadati']
ponje,80.0,"['lonьje', 'pěnьje']"
nasos,80.0,['nasokъ']
roman,80.0,"['omanъ', 'roďanъ']"
čutny,80.0,['čutьnъ']
skrob,80.0,"['sъkromъ', 'skъrbъ', 'skъrbь']"
ižica,80.0,"['žica', 'ežica', 'dьžica', 'mьžica', 'lъžica', 'jьžica']"
rędny,80.0,['rędьnъ']
osmka,80.0,['osika']
mamin,80.0,['malinъ']
prěstaviti,80.0,['postaviti']
treti,80.0,"['trǫti', 'tryti', 'teti', 'trati', 'trъsti', 'trьsti', 'greti', 'tretь', 'truti', 'tьrti']"
vějaŕ,80.0,['věja']
obrysovati,80.0,['obrazovati']
zakaz,80.0,['zarazъ']
svěži,80.0,"['věži', 'svěžь']"
češka,80.0,"['čašьka', 'čepъka']"
grozď,80.0,"['grozù', 'groza', 'grozdъ', 'grozo', 'grozьnъ', 'grozý', 'grozà']"
jasny,80.0,['jasьnъ']
råzcvětati,80.0,['orzvějati']
nizky,80.0,['nizъkъ']
cěsaŕ,80.0,['cěsařь']
sųďba,80.0,['sǫdьba']
pŕvak,80.0,"['čьrvakъ', 'pьrakъ']"
zamša,80.0,['zamъka']
ličny,80.0,"['liny', 'ličьnъ']"
zrěly,80.0,['zьrělъ']
brěst,80.0,"['brъstъ', 'brěskъ']"
låkȯť,80.0,['olkъ']
gųsto,80.0,"['gǫsti', 'gǫstъ', 'gǫstъkъ']"
davec,80.0,['davežь']
porok,80.0,"['posokъ', 'prokъ', 'potokъ']"
lihy,80.0,['lixvy']
durny,80.0,"['duxъny', 'dẽrny', 'dьrny', 'dury', 'durьnъ']"
piśmo,80.0,['pisьmo']
kreda,80.0,"['krida', 'kъrnьda', 'korda', 'kъrda']"
peklo,80.0,"['pьklo', 'pьkъlo']"
tęžba,80.0,"['tęža', 'težьba']"
unarodniti,80.0,['naroditi']
prěpraviti,80.0,['popraviti']
vidny,80.0,"['vidьnъ', 'vidly']"
jutro,80.0,['utro']
vråtiti sę,80.0,['boriti sę']
možny,80.0,['nožьny']
inako,80.0,"['jьnako', 'onako']"
bazar,80.0,['baza']
trěba,80.0,"['trǫba', 'trěva']"
drěvo,80.0,"['trěvo', 'děvo', 'dьrvo', 'drъvo']"
sokol,80.0,"['sokomъ', 'sokomь']"
jatrȯv,80.0,"['jętrъvъ', 'jętrъvь']"
žrěti,80.0,"['žьrati', 'žьděti', 'pьrěti', 'krěti', 'prěti', 'vьrěti', 'grěti', 'žьrti', 'zьrěti', 'žьrěta']"
teplo,80.0,"['teplъ', 'teslo']"
kotel,80.0,"['koterъ', 'kotь̀lъ', 'košelъ', 'kotulь', 'kote', 'kotьlъ']"
råzsađati,80.0,['orzstavati']
moćno,80.0,['mošьno']
noćny,80.0,['nožьny']
zmiji,80.0,['zmьji']
izpověděti,80.0,['pověděti']
podękovati,80.0,['podъkovami']
gana,80.0,"['gajьna', 'grana', 'gaťьna', 'gъpana']"
nazdråviti,80.0,['nadrъviti']
začarovati,80.0,"['očarovati', 'zagadovati', 'čarovati']"
gorše,80.0,['gòrše']
råzsŕditi,80.0,['orzgorditi']
umnik,80.0,['mьnikъ']
ogarȯk,80.0,"['ogarьmь', 'ogarь', 'ogarьxъ', 'ogari', 'ogarьjь', 'ogarьmъ']"
byček,80.0,"['byče', 'byčьkъ']"
pŕvo,80.0,['pravo']
råzglašati,80.0,"['orzkladati', 'orzgadati']"
råzmlåtiti,80.0,"['orzportiti', 'orzplatiti']"
inače,80.0,['znače']
izkus,80.0,['jьzkusъ']
hromy,80.0,"['xromьcь', 'xromъ']"
mųtny,80.0,['mǫty']
rusy,80.0,['brusy']
guma,80.0,['gluma']
desęť,80.0,"['desętъ', 'desętь']"
nastrašiti,80.0,"['nastružiti', 'strašiti', 'nastrujiti', 'nastrojiti']"
zemny,80.0,['zemьnъ']
vśaky,80.0,"['vьśako', 'vьśakъ']"
snabděvati,80.0,"['sъnabъděti', 'naběděvati']"
ludy,80.0,['sludy']
lěpje,80.0,['lěpe']
usťje,80.0,"['usnьje', 'ustьje']"
svitȯk,80.0,"['sviskъ', 'vitъkъ']"
prěslěpiti,80.0,['perslěpiti']
izhod,80.0,['vъzxodъ']
kajak,80.0,['majakъ']
ilovy,80.0,['Slovy']
umysl,80.0,['myslь']
bojny,80.0,['bojьnъ']
priložiti,80.0,['prikloniti']
råzgromiti,80.0,['orzgorditi']
zȯlva,80.0,['mъlva']
samo,80.0,['skamo']
mečta,80.0,"['mьčьta', 'mečьka']"
umno,80.0,['gumьno']
črpak,80.0,"['čьrňakъ', 'čьrvakъ', 'čepakъ', 'čьrnakъ']"
sȯtny,80.0,"['stьgny', 'sъ̀ny', 'stȃny', 'sъty', 'stony']"
napoj,80.0,"['nabojь', 'navojь']"
kozak,80.0,"['kozařь', 'kosakъ', 'koza', 'kozьlъkъ']"
sjęti,80.0,"['sъpęti', 'sъnęti', 'sьjati']"
pekaŕ,80.0,"['pekařь', 'peka']"
gorka,80.0,['grьka']
język,80.0,['ęzykъ']
gnida,80.0,['gňida']
sovka,80.0,"['sošьka', 'soka', 'sova', 'lovъka', 'sojьka', 'novъka']"
råztȯlkati,80.0,"['orzsъlati', 'orztъrgati']"
boŕba,80.0,"['boba', 'božьba', 'berьba']"
snizu,80.0,['slizu']
obrazovany,80.0,['obrazovati']
råzlagati,80.0,['orzkladati']
hrust,80.0,"['grustь', 'xrǫstъ', 'krustъ']"
čęsť,80.0,"['čęsťu', 'čęsťьjь']"
povstavati,80.0,"['ostavati', 'postaviti', 'otъstavati']"
vesde,80.0,['verde']
råzgrađati,80.0,['orzgadati']
napr.,80.0,['naporъ']
nastrojevy,80.0,['nastroje']
pročistiti,80.0,['prostiti']
jezda,80.0,"['jegъda', 'jeda']"
grsť,80.0,['gъrsťu']
råztrųbiti,80.0,['orzkrǫtiti']
råzprodati,80.0,['orzxodati']
jesti,80.0,"['vesti', 'mesti', 'nesti']"
zemja,80.0,"['zemьjù', 'zemľa', 'zmьja', 'zelьja']"
dane,80.0,['danьje']
běly,80.0,"['bělъky', 'bělьmy', 'bělyšь']"
nižny,80.0,['nožьny']
męsny,80.0,['męsьnъ']
zvony,80.0,"['zvèny', 'zvonù', 'zvȍny', 'zvoný', 'zvone', 'zvonъ', 'zvon-']"
rędȯk,80.0,['rędъ']
iznahoditi,80.0,['naxoditi']
črěda,80.0,['čьrda']
obman,80.0,['omanъ']
byťje,80.0,"['bytьje', 'bylьje', 'byčьje']"
pomoć,80.0,['pomoťь']
zatom,80.0,"['batomь', '-atomъ', '-atomь', 'zadomь', 'zadomъ', 'batomъ']"
galųź,80.0,"['galǫbъ', 'galǫzь']"
igrač,80.0,['jьgračь']
oděž,80.0,['goděžь']
vkųs,80.0,['vъzkǫsъ']
prislovica,80.0,['poslovica']
kuhaŕ,80.0,['kubarь']
råzpustiti,80.0,"['orzportiti', 'orzplatiti']"
vozȯk,80.0,['vozъ']
povoz,80.0,['povojь']
motȯk,80.0,"['motъ', 'motykъ', 'mostъkъ']"
råzklejiti,80.0,['orzkloniti']
obmazyvati,80.0,['obrazovati']
råzkydati,80.0,['orzkladati']
masť,80.0,['masťu']
zajem,80.0,"['-ajemь', '-ajemъ', 'gajemъ', 'zmьjemь', 'zmьjemъ', 'gajemь']"
popravjati,80.0,"['opravьdati', 'popraviti']"
gnědy,80.0,['gnědъ']
gadny,80.0,['gadьnъ']
okrųg,80.0,"['oprǫgъ', 'krǫgъ']"
ukrajinsky,80.0,['ukrajiny']
vhod,80.0,['vъzxodъ']
škoda,80.0,['koda']
zapas,80.0,"['zapadь', 'zapadъ', 'vapasъ']"
okean,80.0,['okanъ']
bodec,80.0,"['bodьcь', 'bode']"
upodobniti,80.0,['podobriti']
brȯnja,80.0,"['bruja', 'bъrna', 'tьrnьja', 'brьna']"
kadiľnica,80.0,['kadidlьnica']
klik,80.0,"['kolikъ', 'kulikъ', 'kъlpikъ', 'kъlbikъ']"
rědky,80.0,"['rědъkъ', 'redьky', 'rě̑ky']"
že by,80.0,['žerby']
žarky,80.0,['žarъkъ']
pohva,80.0,['poxъta']
slěpy,80.0,"['slěpъ', 'slěpьcь']"
mųdry,80.0,"['mǫdrьcь', 'mǫdrьnъ', 'mǫdrъ', 'mǫdrъkъ', 'mǫdy']"
rěpka,80.0,"['rěpa', 'rězъka', 'cěpъka', 'rěpьja', 'rěka', 'lěpъka']"
liśji,80.0,['liji']
propustiti,80.0,['prostiti']
