isv_form,match_score,reconstructed_variants
čaroděj,100.0,['čarodějь']
osmina,100.0,['osmina']
mig,100.0,['migъ']
gybati,100.0,['gybati']
pizda,100.0,['pizda']
blȯha,100.0,['blъxa']
vkupě,100.0,['vъkupě']
lȯb,100.0,['lъbъ']
plavati,100.0,['plavati']
žędati,100.0,['žędati']
bagno,100.0,"['bagno', 'bagъno']"
posȯl,100.0,['posъlъ']
grěh,100.0,['grěxъ']
mųčenik,100.0,['mǫčenikъ']
želati,100.0,['želati']
plåtno,100.0,['poltьno']
pråti,100.0,['porti']
loviti,100.0,['loviti']
ščenę,100.0,['ščenę']
ovca,100.0,['ovьca']
žęti,100.0,['žęti']
nositi,100.0,['nositi']
tlo,100.0,['tьlo']
česnȯk,100.0,['česnъkъ']
zųb,100.0,['zǫbъ']
kubȯk,100.0,['kubъkъ']
trojka,100.0,['trojьka']
piti,100.0,['piti']
vrěti,100.0,['vьrěti']
desętero,100.0,['desętero']
gaj,100.0,['gajь']
čad,100.0,"['čadъ', 'čadь']"
sedmina,100.0,['sedmina']
žerav,100.0,"['žeravъ', 'žeravь']"
stųpati,100.0,['stǫpati']
dom,100.0,['domъ']
slovo,100.0,['slovo']
bråna,100.0,['borna']
krajina,100.0,['krajina']
črv,100.0,"['čьrvь', 'čьrvъ']"
kopytnik,100.0,['kopytъnikъ']
karati,100.0,['karati']
a,100.0,['a']
kosa,100.0,['kosa']
råbotati,100.0,['orbotati']
pribyti,100.0,['pribyti']
jasli,100.0,['jasli']
vykati,100.0,['vykati']
pętȯk,100.0,['pętъkъ']
vråtnik,100.0,['vortьnikъ']
družba,100.0,['družьba']
donositi,100.0,['donositi']
pod,100.0,['podъ']
kųsati,100.0,['kǫsati']
rųkav,100.0,['rǫkavъ']
jalovica,100.0,['jalovica']
lȯžica,100.0,['lъžica']
něměti,100.0,['něměti']
liceměr,100.0,['liceměrъ']
osmerka,100.0,['osmerъka']
praga,100.0,['praga']
jurȯk,100.0,['jurъkъ']
grib,100.0,['gribъ']
pravo,100.0,['pravo']
rybak,100.0,['rybakъ']
tišina,100.0,['tišina']
spadati,100.0,['sъpadati']
mama,100.0,['mama']
ovdověti,100.0,['ovьdověti']
roditi,100.0,['roditi']
smråd,100.0,"['smordь', 'smordъ']"
zaraza,100.0,['zaraza']
kapusta,100.0,['kapusta']
kat,100.0,['katъ']
pri,100.0,['pri']
hlěv,100.0,['xlěvъ']
glųbina,100.0,['glǫbina']
nakloniti,100.0,['nakloniti']
bȯz,100.0,['bъzъ']
povråt,100.0,['povortъ']
dȯlg,100.0,"['dьlgъ', 'dъlgъ']"
rog,100.0,['rogъ']
čaša,100.0,['čaša']
bråda,100.0,['borda']
služba,100.0,['služьba']
pråg,100.0,['porgъ']
grěšiti,100.0,['grěšiti']
gryzti,100.0,['gryzti']
kositi,100.0,['kositi']
stado,100.0,['stado']
loj,100.0,['lojь']
rvati,100.0,['rъvati']
glås,100.0,['golsъ']
bas,100.0,['basъ']
cěliti,100.0,['cěliti']
klęčati,100.0,['klęčati']
obědati,100.0,['obědati']
pěvati,100.0,['pěvati']
mazati,100.0,['mazati']
niva,100.0,['niva']
zavět,100.0,['zavětъ']
vvesti,100.0,['vъvesti']
tȯptati,100.0,['tъpъtati']
skopiti,100.0,['skopiti']
trvati,100.0,"['trьvati', 'trъvati']"
dųga,100.0,['dǫga']
boj,100.0,['bojь']
råzstrojiti,100.0,['orzstrojiti']
radi,100.0,['radi']
li,100.0,['li']
slučaj,100.0,['sъlučajь']
palivo,100.0,['palivo']
byt,100.0,"['bytь', 'bytъ']"
myšelovka,100.0,['myšelovъka']
bičevati,100.0,['bičevati']
mglati,100.0,['mьglati']
tųžiti,100.0,['tǫžiti']
oni,100.0,['oni']
lokati,100.0,['lokati']
kamo,100.0,['kamo']
hmuriti,100.0,['xmuriti']
kozina,100.0,['kozina']
bråniti,100.0,['borniti']
halupa,100.0,['xalupa']
uslovje,100.0,['uslovьje']
cěditi,100.0,['cěditi']
gųbka,100.0,['gǫbъka']
slěd,100.0,['slědъ']
råst,100.0,['orstъ']
zapadati,100.0,['zapadati']
dyhati,100.0,['dyxati']
mgla,100.0,['mьgla']
družstvo,100.0,['družьstvo']
drěmati,100.0,['drěmati']
nikto,100.0,['nikъto']
padati,100.0,['padati']
sad,100.0,['sadъ']
kapnųti,100.0,['kapnǫti']
jar,100.0,"['jarъ', 'jarь']"
pěsȯk,100.0,['pěsъkъ']
kura,100.0,['kura']
pekti,100.0,['pekti']
prųžina,100.0,['prǫžina']
ogråda,100.0,['ogorda']
viti,100.0,['viti']
babuška,100.0,['babušьka']
krasiti,100.0,['krasiti']
luskati,100.0,['luskati']
gųsli,100.0,['gǫsli']
klåda,100.0,['kolda']
luščiti,100.0,['luščiti']
rebro,100.0,['rebro']
blųditi,100.0,['blǫditi']
gromada,100.0,['gromada']
vlåčiti,100.0,['volčiti']
slyti,100.0,['slyti']
kopyto,100.0,['kopyto']
pokusiti,100.0,['pokusiti']
drgnųti,100.0,"['dьrgnǫti', 'drъgnǫti']"
pričina,100.0,['pričina']
muha,100.0,['muxa']
kotę,100.0,['kotę']
kyhati,100.0,['kyxati']
sěry,100.0,['sěry']
opica,100.0,['opica']
lovišče,100.0,['lovišče']
narězati,100.0,['narězati']
divina,100.0,['divina']
tȯlmačiti,100.0,['tъlmačiti']
rězati,100.0,['rězati']
krvaviti,100.0,['krъvaviti']
osm,100.0,"['osmь', 'osmъ']"
pętina,100.0,['pętina']
dŕžava,100.0,['dьržava']
usluga,100.0,['usluga']
ovde,100.0,['ovъde']
liceměŕje,100.0,['liceměrьje']
čin,100.0,['činъ']
myto,100.0,['myto']
vesti,100.0,['vesti']
bogyni,100.0,['bogyni']
slaviti,100.0,['slaviti']
pokupka,100.0,['pokupъka']
vȯš,100.0,['vъšь']
naval,100.0,['navalъ']
loboda,100.0,['loboda']
běliti,100.0,['běliti']
čemerica,100.0,['čemerica']
krč,100.0,['kъrčь']
vvezti,100.0,['vъvezti']
pir,100.0,['pirъ']
skrběti,100.0,['skъrběti']
råzkryti,100.0,['orzkryti']
do,100.0,['do']
navyk,100.0,['navykъ']
klěšča,100.0,['klěšča']
obråt,100.0,['obortъ']
močar,100.0,['močarъ']
otęgčiti,100.0,['otęgъčiti']
jug,100.0,['jugъ']
glådovati,100.0,['goldovati']
gȯlk,100.0,['gъlkъ']
končina,100.0,['konьčina']
lov,100.0,['lovъ']
žrica,100.0,['žьrica']
mokrica,100.0,['mokrica']
metati,100.0,['metati']
hrųšč,100.0,['xrǫščь']
rodina,100.0,['rodina']
råzbojnik,100.0,['orzbojьnikъ']
nos,100.0,['nosъ']
sbirka,100.0,['sъbirъka']
krčma,100.0,['kъrčьma']
měra,100.0,['měra']
mnogo,100.0,['mъnogo']
spad,100.0,['sъpadъ']
gråh,100.0,['gorxъ']
roj,100.0,['rojь']
načętȯk,100.0,['načętъkъ']
zakladati,100.0,['zakladati']
větrik,100.0,['větrikъ']
gnězdo,100.0,['gnězdo']
kyvati,100.0,['kyvati']
plakati,100.0,['plakati']
želųdȯk,100.0,['želǫdъkъ']
ospa,100.0,['osъpa']
dyhtěti,100.0,['dyxъtěti']
dŕkati,100.0,['dьrkati']
råznositi,100.0,['orznositi']
vsi,100.0,['vьsi']
kara,100.0,['kara']
postignųti,100.0,['postignǫti']
tkati,100.0,['tъkati']
vymę,100.0,['vymę']
vȯlna,100.0,['vьlna']
dira,100.0,['dira']
čuvstvo,100.0,['čuvьstvo']
bosti,100.0,['bosti']
uvędnųti,100.0,['uvędnǫti']
buriti,100.0,['buriti']
lěto,100.0,['lěto']
u,100.0,['u']
že,100.0,['že']
liceměriti,100.0,['liceměriti']
suka,100.0,['suka']
dȯlgota,100.0,['dьlgota']
vdȯhnųti,100.0,['vъdъxnǫti']
moč,100.0,['močь']
popraviti,100.0,['popraviti']
vnuk,100.0,['vъnukъ']
žaliti,100.0,['žaliti']
sějati,100.0,['sějati']
snabděti,100.0,['sъnabъděti']
lomiti,100.0,['lomiti']
syrovatka,100.0,['syrovatъka']
vŕša,100.0,['vьrša']
česati,100.0,['česati']
hrt,100.0,['xъrtъ']
sųstav,100.0,['sǫstavъ']
govno,100.0,['govьno']
brzina,100.0,['bъrzina']
dųti,100.0,['dǫti']
sušiti,100.0,['sušiti']
gniti,100.0,['gniti']
tręsti,100.0,['tręsti']
pad,100.0,['padъ']
kyj,100.0,['kyjь']
mokriti,100.0,['mokriti']
sojka,100.0,['sojьka']
krasota,100.0,['krasota']
naj-,100.0,['naj-']
vdova,100.0,['vьdova']
znati,100.0,['znati']
kur,100.0,"['kurъ', 'kurь']"
vodka,100.0,['vodъka']
kųt,100.0,['kǫtъ']
ponedělȯk,100.0,['ponedělъkъ']
råzbivati,100.0,['orzbivati']
teplota,100.0,['teplota']
sȯn,100.0,['sъnъ']
hvoja,100.0,['xvoja']
rak,100.0,['rakъ']
blågo,100.0,['bolgo']
črka,100.0,['čьrka']
družica,100.0,['družica']
nauka,100.0,['nauka']
råzbojnica,100.0,['orzbojьnica']
cěna,100.0,['cěna']
pěga,100.0,['pěga']
bitva,100.0,['bitva']
ostavka,100.0,['ostavъka']
město,100.0,['město']
napisati,100.0,['napisati']
brusnica,100.0,['brusьnica']
hlåditi,100.0,['xolditi']
kųdělj,100.0,['kǫdělьjь']
otęgčati,100.0,['otęgъčati']
pȯlzti,100.0,['pьlzti']
list,100.0,['listъ']
gnųti,100.0,['gъnǫti']
grbač,100.0,['gъrbačь']
stojati,100.0,['stojati']
padež,100.0,['padežь']
otrųby,100.0,['otrǫby']
běgun,100.0,['běgunъ']
gluhnųti,100.0,['gluxnǫti']
broj,100.0,['brojь']
mlåtiti,100.0,['moltiti']
trup,100.0,['trupъ']
rěpa,100.0,['rěpa']
brusiti,100.0,['brusiti']
obuv,100.0,['obuvь']
snovati,100.0,['snovati']
krzno,100.0,['kъrzьno']
tri,100.0,['tri']
kulik,100.0,['kulikъ']
čuti,100.0,['čuti']
sěno,100.0,['sěno']
nas,100.0,"['nas', 'nasъ']"
dym,100.0,['dymъ']
kurętina,100.0,['kurętina']
požrěti,100.0,['požьrěti']
šiti,100.0,['šiti']
rušiti,100.0,['rušiti']
my,100.0,['my']
dětstvo,100.0,['dětьstvo']
tŕpěti,100.0,['tьrpěti']
věra,100.0,['věra']
visěti,100.0,['visěti']
koš,100.0,['košь']
dosada,100.0,['dosada']
blågosloviti,100.0,['bolgosloviti']
sųmråk,100.0,['sǫmorkъ']
těnj,100.0,['těnьjь']
kožuh,100.0,['kožuxъ']
drabina,100.0,['drabina']
prisęga,100.0,['prisęga']
dodati,100.0,['dodati']
klěšče,100.0,['klěšče']
klevetnik,100.0,['klevetьnikъ']
dyh,100.0,['dyxъ']
cěp,100.0,['cěpъ']
zaplatiti,100.0,['zaplatiti']
dȯlgo,100.0,['dьlgo']
pověděti,100.0,['pověděti']
črt,100.0,['čьrtъ']
letěti,100.0,['letěti']
bojevnik,100.0,['bojevьnikъ']
usměh,100.0,['usměxъ']
načęti,100.0,['načęti']
srati,100.0,['sьrati']
råzręd,100.0,['orzъrędъ']
protiv,100.0,['protivъ']
stěna,100.0,['stěna']
puhnųti,100.0,['puxnǫti']
provodnik,100.0,['provodьnikъ']
zasluga,100.0,['zasluga']
zapalka,100.0,['zapalъka']
močiti,100.0,['močiti']
podręditi,100.0,['podъręditi']
novina,100.0,['novina']
vezti,100.0,['vezti']
děveŕ,100.0,['děverь']
žužati,100.0,['žužati']
pęta,100.0,['pęta']
lajno,100.0,['lajьno']
žrtva,100.0,['žьrtva']
ptica,100.0,['pъtica']
tata,100.0,['tata']
kust,100.0,['kustъ']
myšca,100.0,['myšьca']
pųhyŕ,100.0,['pǫxyrь']
val,100.0,['valъ']
črtež,100.0,['čьrtežь']
sklon,100.0,['sъklonъ']
plug,100.0,['plugъ']
konnica,100.0,['konьnica']
pųtnik,100.0,['pǫtьnikъ']
čelo,100.0,['čelo']
vråtiti,100.0,['vortiti']
styd,100.0,['stydъ']
rod,100.0,['rodъ']
oman,100.0,['omanъ']
vyti,100.0,['vyti']
rov,100.0,['rovъ']
bojaznj,100.0,['bojaznьjь']
ręsa,100.0,['ręsa']
nozdra,100.0,['nozdra']
bog,100.0,['bogъ']
gnoj,100.0,['gnojь']
pastuh,100.0,['pastuxъ']
vŕtka,100.0,['vьrtъka']
okno,100.0,['okъno']
kazati,100.0,['kazati']
govędo,100.0,['govędo']
pyl,100.0,"['pylъ', 'pylь']"
tŕn,100.0,['tьrnъ']
vysota,100.0,['vysota']
smetana,100.0,['sъmetana']
hręšč,100.0,['xręščь']
kråva,100.0,['korva']
trgovati,100.0,['tъrgovati']
gnojišče,100.0,['gnojišče']
nahoditi,100.0,['naxoditi']
kusy,100.0,['kusy']
mųka,100.0,['mǫka']
hroměti,100.0,['xroměti']
zěvati,100.0,['zěvati']
bělmo,100.0,['bělьmo']
pohytiti,100.0,['poxytiti']
voda,100.0,['voda']
mětati,100.0,['mětati']
glåvnik,100.0,['golvьnikъ']
runo,100.0,['runo']
lyža,100.0,['lyža']
hlåděti,100.0,['xolděti']
malina,100.0,['malina']
on,100.0,"['on', 'onъ']"
mȯlviti,100.0,['mъlviti']
bělȯk,100.0,['bělъkъ']
dati,100.0,['dati']
sde,100.0,['sьde']
dbati,100.0,['dъbati']
pohota,100.0,['poxota']
bȯčka,100.0,['bъčьka']
desnica,100.0,['desnica']
obraz,100.0,['obrazъ']
črpati,100.0,['čьrpati']
sěra,100.0,['sěra']
hvějati,100.0,['xvějati']
lězti,100.0,['lězti']
privykati,100.0,['privykati']
davati,100.0,['davati']
navesti,100.0,['navesti']
vȯzdȯhnųti,100.0,['vъzdъxnǫti']
dělba,100.0,['dělьba']
strop,100.0,['stropъ']
vily,100.0,['vily']
pečivo,100.0,['pečivo']
trava,100.0,['trava']
råzkrųtiti,100.0,['orzkrǫtiti']
někde,100.0,['někъde']
jama,100.0,['jama']
opadati,100.0,['opadati']
nebo,100.0,['nebo']
glåsiti,100.0,['golsiti']
běgti,100.0,['běgti']
ogråditi,100.0,['ogorditi']
drozd,100.0,['drozdъ']
klětka,100.0,['klětъka']
hod,100.0,['xodъ']
obręd,100.0,['obrędъ']
zvon,100.0,['zvonъ']
tajny,100.0,['tajьny']
gnati,100.0,['gъnati']
nastati,100.0,['nastati']
stroj,100.0,['strojь']
slyšati,100.0,['slyšati']
kupiti,100.0,['kupiti']
dŕznųti,100.0,['dьrznǫti']
pętero,100.0,['pętero']
litva,100.0,['litva']
žaba,100.0,['žaba']
hrvat,100.0,['xъrvatъ']
sȯlza,100.0,['slьza']
råzuměti,100.0,['orzuměti']
grebti,100.0,['grebti']
bděti,100.0,['bъděti']
sųditi,100.0,['sǫditi']
męso,100.0,['męso']
mųčenica,100.0,['mǫčenica']
uręditi,100.0,['uręditi']
kryti,100.0,['kryti']
mazivo,100.0,['mazivo']
buhnųti,100.0,['buxnǫti']
šipka,100.0,['šipъka']
gnesti,100.0,['gnesti']
pozvoniti,100.0,['pozvoniti']
napŕstȯk,100.0,['napьrstъkъ']
ale,100.0,['ale']
tu,100.0,['tu']
nad-,100.0,['nadъ-']
med,100.0,['medъ']
prųt,100.0,['prǫtъ']
skryti,100.0,['sъkryti']
ryti,100.0,['ryti']
bryzgati,100.0,['bryzgati']
ščit,100.0,['ščitъ']
lěpota,100.0,['lěpota']
klętva,100.0,['klętva']
mętež,100.0,['mętežь']
minovati,100.0,['minovati']
bukvica,100.0,['bukъvica']
kup,100.0,['kupъ']
trimati,100.0,['trimati']
okop,100.0,['okopъ']
kosm,100.0,['kosmъ']
troha,100.0,['troxa']
znak,100.0,['znakъ']
sto,100.0,['sъto']
prųžiti,100.0,['prǫžiti']
skakati,100.0,['skakati']
råsti,100.0,['orsti']
si,100.0,['si']
tok,100.0,['tokъ']
lom,100.0,['lomъ']
vrån,100.0,['vornъ']
dvojka,100.0,['dvojьka']
šal,100.0,['šalъ']
plesti,100.0,['plesti']
zvěŕ,100.0,['zvěrь']
sųbota,100.0,['sǫbota']
byvati,100.0,['byvati']
råzlika,100.0,['orzlika']
sŕp,100.0,['sьrpъ']
pivnica,100.0,['pivьnica']
stradati,100.0,['stradati']
topiti,100.0,['topiti']
novak,100.0,['novakъ']
napadati,100.0,['napadati']
babin,100.0,['babinъ']
krupa,100.0,['krupa']
kraj,100.0,['krajь']
čas,100.0,['časъ']
dělati,100.0,['dělati']
kliknųti,100.0,['kliknǫti']
dȯlžnik,100.0,['dъlžьnikъ']
tulov,100.0,['tulovъ']
strojiti,100.0,['strojiti']
lihva,100.0,['lixva']
tȯlpa,100.0,['tъlpa']
plěsnj,100.0,['plěsnьjь']
uvęznųti,100.0,['uvęznǫti']
ona,100.0,['ona']
krik,100.0,['krikъ']
glåva,100.0,['golva']
moj,100.0,['mojь']
bråzditi,100.0,['borzditi']
vy,100.0,['vy']
kråsta,100.0,['korsta']
krojiti,100.0,['krojiti']
tęgati,100.0,['tęgati']
dȯlbti,100.0,['dьlbti']
prislati,100.0,['prisъlati']
studiti,100.0,['studiti']
opravdati,100.0,['opravьdati']
pȯlzati,100.0,['pьlzati']
ja,100.0,['ja']
trgovišče,100.0,['tъrgovišče']
devętina,100.0,['devętina']
nedųg,100.0,['nedǫgъ']
listȯk,100.0,['listъkъ']
dupa,100.0,['dupa']
lavka,100.0,['lavъka']
gȯltȯk,100.0,['glъtъkъ']
valiti,100.0,['valiti']
nizati,100.0,['nizati']
poběditi,100.0,['poběditi']
vråžiti,100.0,['voržiti']
gospoď,100.0,['gospoďь']
spěšiti,100.0,['spěšiti']
bučati,100.0,['bučati']
dętelina,100.0,['dętelina']
kal,100.0,['kalъ']
nožnica,100.0,['nožьnica']
čajka,100.0,['čajьka']
želězo,100.0,['želězo']
lovitva,100.0,['lovitva']
mråk,100.0,['morkъ']
kavka,100.0,['kavъka']
dva,100.0,['dъva']
zakopati,100.0,['zakopati']
oběd,100.0,['obědъ']
vějati,100.0,['vějati']
råzpaliti,100.0,['orzpaliti']
nuditi,100.0,['nuditi']
obrok,100.0,['obrokъ']
věža,100.0,['věža']
tyl,100.0,['tylъ']
zamirati,100.0,['zamirati']
lyska,100.0,['lysъka']
bedro,100.0,['bedro']
dråga,100.0,['dorga']
hobot,100.0,['xobotъ']
dyhavica,100.0,['dyxavica']
mogyla,100.0,['mogyla']
liti,100.0,['liti']
stråna,100.0,['storna']
strah,100.0,['straxъ']
šestero,100.0,['šestero']
potok,100.0,['potokъ']
měsiti,100.0,['měsiti']
čistiti,100.0,['čistiti']
klåtiti,100.0,['koltiti']
dobyti,100.0,['dobyti']
råzvråt,100.0,['orzvortъ']
drn,100.0,"['drьnъ', 'dьrnь', 'dьrnъ']"
čaditi,100.0,['čaditi']
stųpenj,100.0,['stǫpenьjь']
čuditi,100.0,['čuditi']
hata,100.0,['xata']
lastovica,100.0,['lastovica']
kųsȯk,100.0,['kǫsъkъ']
nestera,100.0,['nestera']
blazn,100.0,"['blaznь', 'blaznъ']"
tvoj,100.0,['tvojь']
bojevati,100.0,['bojevati']
vęz,100.0,['vęzъ']
kaša,100.0,['kaša']
slon,100.0,['slonъ']
viděti,100.0,['viděti']
vęznųti,100.0,['vęznǫti']
britva,100.0,['britva']
pryšč,100.0,['pryščь']
zloba,100.0,['zъloba']
sam,100.0,['samъ']
čarovnica,100.0,['čarovьnica']
onamo,100.0,['onamo']
rěšiti,100.0,['rěšiti']
palka,100.0,['palъka']
mi,100.0,['mi']
krȯšiti,100.0,['krъšiti']
metla,100.0,"['metъla', 'metla', 'metьla']"
pętka,100.0,['pętъka']
dojiti,100.0,['dojiti']
lěk,100.0,['lěkъ']
blåto,100.0,['bolto']
činiti,100.0,['činiti']
zablųda,100.0,['zablǫda']
pelena,100.0,['pelena']
plata,100.0,['plata']
råbstvo,100.0,['orbьstvo']
vȯlgnųti,100.0,['vьlgnǫti']
by,100.0,['by']
lěvak,100.0,['lěvakъ']
vodič,100.0,['vodičь']
svojak,100.0,['svojakъ']
bodati,100.0,['bodati']
i,100.0,['i']
klokot,100.0,['klokotъ']
htěti,100.0,['xъtěti']
gosť,100.0,['gosťь']
glųb,100.0,"['glǫbъ', 'glǫbь']"
kopati,100.0,['kopati']
čekati,100.0,['čekati']
most,100.0,"['mostь', 'mostъ']"
broditi,100.0,['broditi']
pråšiti,100.0,['poršiti']
kazniti,100.0,['kazniti']
sikati,100.0,['sikati']
ostavati,100.0,['ostavati']
majak,100.0,['majakъ']
tovar,100.0,['tovarъ']
běg,100.0,['běgъ']
prihod,100.0,['prixodъ']
kvas,100.0,['kvasъ']
glåd,100.0,['goldъ']
mokrěti,100.0,['mokrěti']
iz,100.0,['iz']
kakati,100.0,['kakati']
gadati,100.0,['gadati']
mųdo,100.0,['mǫdo']
stog,100.0,['stogъ']
napis,100.0,['napisъ']
laskati,100.0,['laskati']
bŕlog,100.0,['bьrlogъ']
mati,100.0,['mati']
naroditi,100.0,['naroditi']
zvati,100.0,['zъvati']
raj,100.0,['rajь']
zěnica,100.0,['zěnica']
zly,100.0,['zъly']
narěkati,100.0,['narěkati']
osȯt,100.0,"['ostъ', 'osъtъ', 'ostь']"
naš,100.0,['našь']
lice,100.0,['lice']
stųpiti,100.0,['stǫpiti']
hodulja,100.0,['xodulja']
hrěn,100.0,['xrěnъ']
čęstota,100.0,['čęstota']
osnova,100.0,['osnova']
męti,100.0,['męti']
råzkladati,100.0,['orzkladati']
služiti,100.0,['služiti']
osoba,100.0,['osoba']
råztrgati,100.0,['orztъrgati']
drobiti,100.0,['drobiti']
vlåk,100.0,['volkъ']
šija,100.0,['šija']
či,100.0,['či']
glog,100.0,['glogъ']
těsnina,100.0,['těsnina']
usta,100.0,['usta']
skočiti,100.0,['skočiti']
posětiti,100.0,['posětiti']
baran,100.0,"['baranь', 'baranъ']"
uběditi,100.0,['uběditi']
råzviti,100.0,['orzviti']
měriti,100.0,['měriti']
dělo,100.0,['dělo']
potom,100.0,['potomь']
tajiti,100.0,['tajiti']
vśako,100.0,['vьśako']
obučiti,100.0,['obučiti']
tělo,100.0,['tělo']
krivina,100.0,['krivina']
na,100.0,['na']
kopje,100.0,['kopьje']
učenik,100.0,['učenikъ']
vino,100.0,['vino']
stråž,100.0,['storžь']
čudovišče,100.0,['čudovišče']
glodati,100.0,['glodati']
zaraziti,100.0,['zaraziti']
ubiti,100.0,['ubiti']
klen,100.0,"['klenъ', 'klenь']"
kaliti,100.0,['kaliti']
vojna,100.0,['vojьna']
sȯzdati,100.0,['sъzьdati']
sųd,100.0,['sǫdъ']
devętero,100.0,['devętero']
tvarog,100.0,['tvarogъ']
pritok,100.0,['pritokъ']
groza,100.0,['groza']
bogač,100.0,['bogačь']
svat,100.0,['svatъ']
měrka,100.0,['měrъka']
tųpěti,100.0,['tǫpěti']
potop,100.0,['potopъ']
zaduha,100.0,['zaduxa']
myš,100.0,['myšь']
gaza,100.0,['gaza']
krok,100.0,['krokъ']
pastyŕ,100.0,['pastyrь']
po,100.0,['po']
darovati,100.0,['darovati']
vråna,100.0,['vorna']
motyka,100.0,['motyka']
strčiti,100.0,['stьrčiti']
kråtkotrajny,91.66666666666666,['kortъkotrajьnъ']
gospodaŕstvo,91.66666666666666,['gospodařьstvo']
råzpytyvati,90.9090909090909,['orzpytovati']
råztrojiti,90.9090909090909,['orzstrojiti']
dověděti sę,90.9090909090909,['ověděti sę']
pravoslavny,90.9090909090909,['pravoslavьnъ']
izpråzdniti,90.9090909090909,['jьzporzdьniti']
råzstavjati,90.9090909090909,['orzstavati']
råzgadyvati,90.9090909090909,['orzgadаvati']
oklevetati,90.0,['klevetati']
smrkati sę,90.0,['smykati sę']
glåsovańje,90.0,['golsovanьje']
smŕtonosny,90.0,['sъmьrtonosьnъ']
izobraziti,90.0,['jьzobraziti']
dȯlgotrajny,90.0,['dьlgotrajьnъ']
råzpråšiti,90.0,['orzportiti']
drågocěnny,90.0,['dorgocěnьnъ']
proslaviti,90.0,['prosloviti']
gråđanstvo,90.0,['gorďanьstvo']
obradovati,90.0,['obrazovati']
prěkladati,90.0,['prikladati']
tvŕdoglåvy,90.0,['tvьrdogolvъ']
odkladati,90.0,['podъkladati']
råzstaviti,90.0,['orzstavati']
odskakati,90.0,['podъskakati']
podvŕgnųti,90.0,['podvignǫti']
poměščeńje,90.0,['poměščenьje']
pokladati,90.0,['podъkladati']
pravověrny,90.0,['pravověrьnъ']
nastavjati,90.0,['nastavati']
medvědica,90.0,['medvě̀dica']
vinogrådny,90.0,['vinogordy']
zamȯlknųti,90.0,['zamъknǫti']
dostignųti,90.0,['postignǫti']
slučajnosť,90.0,['sъlučajьnostь']
osvoboditi,90.0,['svoboditi']
jagnętina,88.88888888888889,['agnętina']
zakliniti,88.88888888888889,['zakloniti']
odvykati,88.88888888888889,['podъvykati']
pověsiti,88.88888888888889,['prověsiti']
sȯvětovati,88.88888888888889,['svatovati']
posějati,88.88888888888889,['prosějati']
odvyknųti,88.88888888888889,['otъvyknǫti']
odplatiti,88.88888888888889,['otъplatiti']
polovica,88.88888888888889,['poslovica']
tajenstvo,88.88888888888889,['tajьnьstvo']
lukavstvo,88.88888888888889,['lǫkavьstvo']
obkradati,88.88888888888889,['okradati']
prikazati,88.88888888888889,['prikapati']
råzbuditi,88.88888888888889,['orzuditi']
råzvědati,88.88888888888889,['orzvějati']
dostaviti,88.88888888888889,['postaviti']
odkloniti,88.88888888888889,['otъkloniti']
bezimenny,88.88888888888889,['bezimenьnъ']
oprostiti,88.88888888888889,['prostiti']
prověriti,88.88888888888889,['prověsiti']
naskočiti,88.88888888888889,['nasočiti']
obogatiti,88.88888888888889,['bogatiti']
råzbrati,88.88888888888889,"['orzbirati', 'orzbrъkati']"
råzkovati,88.88888888888889,"['orzkopati', 'orzkoxati']"
obråniti,88.88888888888889,['otъborniti']
blěsknųti,88.88888888888889,"['blěknǫti', 'blьsknǫti']"
proklęťje,88.88888888888889,['proklętьje']
ostavjati,88.88888888888889,['ostavati']
sråzuměti,88.88888888888889,['orzuměti']
opravjati,88.88888888888889,['opravьdati']
ustrojiti,88.88888888888889,"['ostrojiti', 'strojiti']"
dostigati,88.88888888888889,['postigati']
podkovati,88.88888888888889,['podъkovami']
råzkrȯšiti,88.88888888888889,['orzkošiti']
zapråšiti,88.88888888888889,['zaportiti']
izplatiti,88.88888888888889,['jьzplatiti']
råzsylati,88.88888888888889,['orzsъlati']
liceměrno,88.88888888888889,['liceměrьnъ']
vȯzskakati,88.88888888888889,['jьzskakati']
napastnik,88.88888888888889,['napьrstъnikъ']
nastaviti,88.88888888888889,['nastavati']
hråbrosť,88.88888888888889,"['xorbrosťu', 'xorbrosťǫ']"
ovȯlgnųti,88.88888888888889,['otъvьlgnǫti']
